id,lat,lon
56235056,-1.2825025,36.8273718
56235500,-1.286616,36.8226505
56235501,-1.286658,36.8227765
56235502,-1.2867819,36.8227335
56235748,-1.2860168,36.8223796
56235909,-1.2859947,36.8241739
56236174,-1.2846524,36.8251329
56237655,-1.2827337,36.8213251
56237656,-1.283784,36.8226705
56238135,-1.2819886,36.8218023
56238136,-1.2833689,36.8235157
56238137,-1.2850311,36.8254202
260551251,-1.2757228,36.8131344
260551485,-1.2761432,36.813359
260551486,-1.2768524,36.8136741
260551487,-1.2772815,36.8138082
260551568,-1.2768551,36.8135306
260551569,-1.2761579,36.8132181
260551570,-1.2757637,36.8129727
260551571,-1.2755702,36.8128441
260551642,-1.2784801,36.8138941
260551690,-1.2794254,36.8140215
260551710,-1.2788864,36.8140657
260551711,-1.2796667,36.814224
260551741,-1.2808927,36.8146765
260551742,-1.2811175,36.8147869
260570791,-1.2773163,36.8215712
260570793,-1.2768357,36.822337
260571073,-1.2809934,36.8221848
260571076,-1.28095,36.8221362
260571078,-1.2796902,36.8211595
260571079,-1.2794877,36.8209744
260571098,-1.2793617,36.8208235
260571131,-1.2796663,36.8214124
260572496,-1.2805093,36.8199568
260572497,-1.2803763,36.8198309
260572499,-1.280131,36.8196818
260572502,-1.2797679,36.8196407
260572591,-1.2799262,36.8193812
260572597,-1.2793288,36.8204004
260572642,-1.2792336,36.8205225
260572643,-1.2791753,36.8205614
260572644,-1.2790634,36.8206009
260572796,-1.2866568,36.8169806
260572868,-1.2867647,36.8170068
260573065,-1.2862769,36.8177696
260573146,-1.2864094,36.8177859
260573165,-1.2861708,36.8170845
260573173,-1.2861507,36.8172428
260573194,-1.2868533,36.8175681
260573247,-1.2863536,36.8171967
260573248,-1.2864347,36.8175648
260573249,-1.2867463,36.8174672
260573250,-1.2866719,36.8171505
260573357,-1.2864162,36.8171431
260573434,-1.2862989,36.8173494
260573443,-1.2863313,36.8174692
260573445,-1.2865115,36.8175869
260573453,-1.2867003,36.8175251
260573454,-1.2867762,36.8173243
260573463,-1.2867158,36.8171885
260573517,-1.2865637,36.817111
260573582,-1.2822893,36.8151681
260573620,-1.2821565,36.815258
260574017,-1.2816242,36.8154779
260574020,-1.2814566,36.8154404
260574029,-1.2820947,36.8145418
260574035,-1.2819147,36.8145348
260574047,-1.2813527,36.8148998
260574069,-1.2810902,36.8146017
260574107,-1.2819523,36.8149821
260574122,-1.2816394,36.8151766
260574123,-1.2819192,36.8150982
260574124,-1.2818329,36.8147899
260574125,-1.2815465,36.8148797
260574140,-1.2818799,36.8151448
260574141,-1.2815891,36.8151417
260574142,-1.2815223,36.8153076
260574143,-1.2817776,36.8151955
260574144,-1.2816913,36.8153518
260574147,-1.2815234,36.8150213
260574148,-1.2814362,36.8149527
260574171,-1.2815915,36.8148227
260574173,-1.2814919,36.8147737
260574174,-1.2813277,36.8147153
260574202,-1.2817193,36.8147678
260574203,-1.2818419,36.8146407
260574219,-1.2819187,36.8148675
260574222,-1.2819998,36.8147633
260574279,-1.2810149,36.8158894
260574280,-1.2809417,36.8158442
260574281,-1.2802486,36.8154819
260574282,-1.2800984,36.8154028
260574283,-1.2799979,36.815313
260574284,-1.2799054,36.815144
260574285,-1.2799563,36.8148972
260574286,-1.2800508,36.8147346
260574317,-1.2811778,36.8159916
260574326,-1.2800661,36.8146228
260574331,-1.279976,36.8143119
260574332,-1.2800317,36.8144285
260574497,-1.2800596,36.8181963
260574499,-1.2798732,36.8186228
260574500,-1.2798665,36.8187435
260574502,-1.2800113,36.818651
260574503,-1.2800609,36.8185504
260574504,-1.2804564,36.8177672
260574590,-1.2799375,36.8184578
260574593,-1.2799376,36.8181112
260574597,-1.2796774,36.8179911
260574598,-1.2795072,36.8178926
260574599,-1.2793852,36.8177752
260574601,-1.2785539,36.8161511
260574602,-1.2783018,36.8158145
260574603,-1.2778419,36.8152942
260574632,-1.2774565,36.8148825
260574633,-1.2772949,36.8147175
260574634,-1.276843,36.8143232
260574792,-1.2775429,36.814975
266470493,-1.2864584,36.8213704
268638524,-1.2855911,36.8325091
268638679,-1.2857297,36.8325169
268639276,-1.2859382,36.8332442
268639278,-1.2859053,36.8330826
268639279,-1.2858792,36.8328848
268639280,-1.2858678,36.8327426
268639281,-1.2858564,36.8326078
268639388,-1.2855119,36.8324503
268639576,-1.28243,36.833379
268639577,-1.28278,36.8333991
268639578,-1.2830629,36.8333897
268639579,-1.2833592,36.8333669
268639580,-1.2836609,36.8332958
268639581,-1.2838995,36.8332167
268639582,-1.2841482,36.8331114
268639583,-1.2843272,36.8330175
268639584,-1.2846175,36.8328586
268639585,-1.284765,36.8327741
268639586,-1.2850794,36.8326045
268639587,-1.2852433,36.8325329
268639588,-1.2853433,36.8324965
268639706,-1.2853577,36.8325649
268639707,-1.2854089,36.8325974
268639708,-1.2854376,36.8326307
268639709,-1.2854717,36.832754
268639710,-1.2854642,36.8328425
268639715,-1.285426,36.8335513
268639716,-1.2854265,36.8336268
268639717,-1.2854575,36.8338034
268639718,-1.2854823,36.8338725
268639719,-1.2855366,36.8339328
268639720,-1.285607,36.8339724
268639721,-1.2857397,36.8340093
268639729,-1.2860385,36.8335785
268640460,-1.2853261,36.8322846
268640461,-1.2851914,36.8323584
268640462,-1.2848314,36.832571
268640463,-1.2844935,36.832756
268640464,-1.2838633,36.8330947
268640465,-1.2836716,36.8331731
268640466,-1.28339,36.8332529
268640467,-1.2831085,36.8332864
268640468,-1.2828276,36.8332965
268640469,-1.2825929,36.8332965
268640470,-1.2824227,36.8332824
268640472,-1.2822805,36.8332569
268640473,-1.2821914,36.8332341
268640475,-1.2820245,36.8331718
268640476,-1.2819098,36.8331242
268640477,-1.281824,36.8330786
268640479,-1.2816108,36.832925
268640480,-1.2814908,36.832815
268640482,-1.2813487,36.8326735
268640484,-1.281226,36.8325388
268640485,-1.2811395,36.8324342
268641323,-1.2808204,36.8324677
268641325,-1.2810068,36.8323577
268641710,-1.2883649,36.8292417
268641754,-1.2878739,36.8302538
268641755,-1.2878095,36.8301034
268641780,-1.2778143,36.8348599
268641793,-1.2878578,36.83029
268642005,-1.2875806,36.8307953
268642006,-1.2877207,36.8305439
268642057,-1.2774786,36.8340522
268642060,-1.2780075,36.8339261
268642063,-1.2876821,36.8303333
268642067,-1.2784177,36.834337
268642142,-1.2782589,36.8338738
268642143,-1.2785847,36.8337719
268642144,-1.2788214,36.8336995
268642145,-1.2789916,36.8336298
268642146,-1.2791921,36.8335184
268642147,-1.2792967,36.8334393
268642148,-1.2797834,36.8330289
268642149,-1.2801017,36.8327235
268642150,-1.2803066,36.83253
268642151,-1.2804201,36.8323914
268642152,-1.280494,36.8324509
268642153,-1.2805878,36.832471
268642172,-1.2871471,36.8313971
268642175,-1.2867064,36.8317133
268642176,-1.2864298,36.8318566
268642177,-1.2861249,36.8320629
268642224,-1.2876923,36.8300997
268642228,-1.2803907,36.8321458
268642229,-1.2804041,36.8320727
268642230,-1.2804678,36.8319701
268642231,-1.2805603,36.8319152
268642232,-1.2807118,36.8319359
268642234,-1.2809833,36.8321022
268642286,-1.2805744,36.8318401
268642287,-1.2804202,36.8317495
268642291,-1.2794106,36.8310548
268642314,-1.2785805,36.8304323
268642664,-1.2871341,36.8313063
268642666,-1.2862465,36.8318126
268642668,-1.2859046,36.8319909
268642747,-1.2854065,36.8340079
268642757,-1.2872283,36.8312088
280120364,-1.2759193,36.8110063
280120365,-1.2762156,36.8112373
280120366,-1.2766634,36.8115324
280120367,-1.2768953,36.8116812
280120368,-1.2769879,36.8117067
280120369,-1.277079,36.8117067
280120370,-1.2771876,36.8116343
280120371,-1.2773646,36.8115284
280120372,-1.2774933,36.8115672
280120373,-1.2785247,36.8124823
280120374,-1.2789816,36.812844
280120375,-1.2791049,36.8129419
280120376,-1.2792229,36.8130666
280120377,-1.2792913,36.8132329
280120378,-1.2793355,36.813603
280120379,-1.2793959,36.8137385
280120380,-1.2794736,36.8138257
280120749,-1.2847512,36.8181154
280120751,-1.2858388,36.8186705
280120799,-1.2839041,36.8228182
280120815,-1.287299,36.8187891
280120816,-1.2869886,36.819375
280120817,-1.2861323,36.8210887
280120821,-1.2875839,36.8188152
280120823,-1.2861842,36.8182446
280122441,-1.281923,36.8167473
280122442,-1.2850338,36.8182549
280122464,-1.2866151,36.8227338
280122465,-1.2867255,36.8227817
280122466,-1.2867824,36.8226537
280122467,-1.286679,36.8226024
280122535,-1.2837676,36.8199069
280122613,-1.2904485,36.8212523
281957890,-1.2822222,36.8333414
281957891,-1.2819782,36.8332596
281957892,-1.2817395,36.8331362
281957893,-1.28134,36.8328097
281957894,-1.281096,36.8326192
281957895,-1.2810202,36.8325743
281958089,-1.2793999,36.8333441
282039608,-1.2798249,36.8236238
282039609,-1.2797981,36.8242662
282039610,-1.2799282,36.8258487
282039611,-1.2799751,36.8259895
282039612,-1.2820312,36.8301127
282039626,-1.2813179,36.8297023
282039627,-1.27966,36.8263838
282039628,-1.2795253,36.8260056
282039629,-1.2793811,36.8247322
282039630,-1.2794066,36.8236318
282039631,-1.2793744,36.8230766
282039632,-1.27914,36.8222796
282039896,-1.2827354,36.8288457
282039901,-1.2821103,36.8302656
282039910,-1.2822173,36.8296575
282039911,-1.2821446,36.829711
282039912,-1.282059,36.8297513
282039913,-1.2819212,36.8297496
282039914,-1.2817959,36.8296869
282039917,-1.2793027,36.8219595
282039918,-1.2793872,36.8220426
282039919,-1.2795588,36.822341
282039920,-1.279719,36.8228191
282039922,-1.2821216,36.8307263
282039923,-1.2821511,36.8315443
282040046,-1.2841114,36.8310548
282040047,-1.283913,36.8312265
282040180,-1.2869343,36.8303353
282040201,-1.2832714,36.8285081
282040202,-1.2825295,36.8290174
282040203,-1.2823407,36.8293092
282040204,-1.2821693,36.8298425
282040251,-1.2876305,36.8302795
282040254,-1.2873594,36.8302663
282040556,-1.2815009,36.8220473
282040558,-1.2816996,36.8215051
282040560,-1.2832832,36.8183916
282040606,-1.2822058,36.8215051
282040608,-1.2825266,36.8212205
282040654,-1.2836562,36.8185822
282040655,-1.283511,36.8188649
282040656,-1.2823755,36.8212786
282040875,-1.2805301,36.8196017
282040876,-1.2804663,36.8196725
282041291,-1.2852956,36.8183977
282041293,-1.2833237,36.8221056
282175468,-1.2795983,36.8333146
290883955,-1.2811067,36.8210866
290883957,-1.2807219,36.8213151
290884181,-1.2812654,36.8209592
290884182,-1.2808533,36.8212835
290884183,-1.2802949,36.8212158
290884227,-1.2807206,36.8230712
290884228,-1.2804502,36.8232744
290884256,-1.280977,36.8226224
290884257,-1.2810311,36.8224944
290884367,-1.2808704,36.8228945
290884376,-1.2809927,36.8228406
290884378,-1.2798246,36.8238613
290884580,-1.2807561,36.8249649
290884680,-1.2813695,36.8274902
290884682,-1.2806495,36.8263891
290884684,-1.2802942,36.8255174
290884738,-1.2797981,36.8249193
290884739,-1.2803552,36.8247637
290884741,-1.2804611,36.8244392
290884742,-1.280492,36.8240865
290884744,-1.2807366,36.8233415
290884772,-1.2802392,36.8248174
290884773,-1.2804303,36.8246578
290884780,-1.2804444,36.8260123
290884781,-1.2802593,36.8250749
290884827,-1.2805247,36.8261771
290884932,-1.2808937,36.8259588
290884934,-1.2807796,36.8255509
290885057,-1.2816149,36.8260093
290885058,-1.2811476,36.8262886
290885104,-1.2830025,36.8299565
290885165,-1.2835764,36.829882
290885166,-1.28182,36.827234
290885167,-1.2815357,36.8260559
290885181,-1.2836025,36.8289761
290885186,-1.2821337,36.8311688
290885187,-1.2835441,36.8307446
290885194,-1.282717,36.8309945
290885195,-1.2826848,36.8304265
290885196,-1.2827022,36.8299196
290885197,-1.2827465,36.8297748
290885241,-1.2837974,36.8304696
290885245,-1.2828122,36.8296722
290885326,-1.2817261,36.8313713
290885327,-1.2816608,36.8303658
290885328,-1.2866769,36.8303575
290885345,-1.2865399,36.830442
290885346,-1.2865635,36.8303875
290885348,-1.2861547,36.8306096
290885435,-1.285177,36.8311731
290885437,-1.2851572,36.8309288
290885440,-1.2855745,36.831787
290885441,-1.285145,36.8310963
291530957,-1.2791183,36.8262215
291530958,-1.2789253,36.8242782
291530960,-1.2793087,36.8228788
291530987,-1.2812827,36.830538
291530988,-1.2800609,36.8280843
291530989,-1.2791244,36.8228889
291531115,-1.2842686,36.8311387
291531116,-1.2842028,36.8310554
291531117,-1.2842049,36.8308878
291531124,-1.2843417,36.8311648
291531211,-1.2887891,36.8282396
293064864,-1.285424,36.8316966
293064866,-1.2836063,36.8329817
293064870,-1.2841399,36.8312406
293064871,-1.2847237,36.8321704
293064872,-1.2842627,36.8324599
293064873,-1.2834314,36.8328641
293064950,-1.2832854,36.8314947
293064951,-1.2842333,36.8326768
293064952,-1.2843426,36.8328331
293107620,-1.2787402,36.8100947
293107621,-1.2788555,36.8106768
293107623,-1.2791679,36.8111314
293107642,-1.2784808,36.8084391
293107643,-1.2787067,36.8087751
293107644,-1.2787349,36.8090386
293107645,-1.2787329,36.8093886
293107646,-1.2787343,36.8097781
293107647,-1.2789936,36.8109262
293108084,-1.2854313,36.8130874
293111043,-1.2893564,36.8109812
293111048,-1.2895118,36.8108046
296110936,-1.2838329,36.8227332
296111346,-1.2828135,36.8240162
296111410,-1.283744,36.8239974
296111497,-1.2831497,36.8244435
429225785,-1.2880723,36.8329995
480711142,-1.2803948,36.8279019
480711143,-1.281635,36.8278851
480762546,-1.28413,36.8325567
480762552,-1.2824529,36.8291188
480762553,-1.2828438,36.8287806
482997530,-1.2844812,36.8303313
482997552,-1.2849044,36.8309844
490531343,-1.2821716,36.8141799
490531344,-1.282041,36.8143011
490531345,-1.281722,36.81378
490531348,-1.2819241,36.8140442
504962089,-1.2842735,36.8188934
504962114,-1.2848607,36.8191899
504962123,-1.2854491,36.8194896
504962133,-1.2855252,36.819526
504962175,-1.2849748,36.8204738
504962196,-1.2850479,36.8205128
504962211,-1.2831328,36.8196147
504962256,-1.2809637,36.8187775
504962271,-1.2827626,36.8194273
504962322,-1.2815344,36.8175478
504962371,-1.2866382,36.8200877
540679775,-1.2757832,36.8108772
540685837,-1.2820992,36.8276443
541352243,-1.291403,36.8286501
565304795,-1.2837789,36.8212668
565304919,-1.2834472,36.8236391
565304960,-1.2850053,36.8240895
565305031,-1.2851973,36.8240199
566542334,-1.2846714,36.8245515
566542337,-1.2848649,36.824662
566546053,-1.286072,36.8181876
566546054,-1.2858318,36.8184876
566546056,-1.2837487,36.8226265
566547566,-1.2846813,36.823751
566547567,-1.2860365,36.8210393
566547636,-1.2857716,36.8215599
566547638,-1.2862516,36.8218218
566547825,-1.2843884,36.8233889
566547827,-1.2856342,36.8208354
566547957,-1.2840256,36.8229664
566547958,-1.286254,36.8182833
566548997,-1.2884376,36.8288871
566549111,-1.2852363,36.828841
566549124,-1.2858751,36.8276337
566549389,-1.282127,36.8318635
566549396,-1.2836971,36.831364
566601015,-1.2802124,36.8182446
566601518,-1.2826221,36.8180785
566601523,-1.2811177,36.8207845
566601533,-1.2830035,36.8172656
566605030,-1.2890165,36.8276073
566902276,-1.2842066,36.827816
566902277,-1.2820945,36.8191506
566902282,-1.2810338,36.8186248
566902289,-1.2856191,36.819575
566902290,-1.2851219,36.8205389
566902291,-1.2845611,36.8216901
566902292,-1.284291,36.8214536
566902293,-1.2848192,36.8204053
566902294,-1.2853156,36.8194143
566902295,-1.2857415,36.818657
566902296,-1.2843933,36.8215834
566902297,-1.285089,36.8219192
566902298,-1.2854925,36.822117
569927865,-1.2892353,36.8273119
569927867,-1.288998,36.8275488
569927872,-1.2891245,36.8277081
569927873,-1.289287,36.8277053
569927874,-1.2893355,36.827675
569927875,-1.2893992,36.8275811
569927876,-1.2894094,36.8275248
569927877,-1.289353,36.827374
569927879,-1.2880005,36.8200213
569927880,-1.2881256,36.8198103
569927894,-1.2906867,36.8212216
569927895,-1.2906913,36.8211909
569927896,-1.2906885,36.8211599
569927897,-1.2906565,36.8210985
569927898,-1.2906263,36.8210744
569927899,-1.2905517,36.8210573
569927900,-1.2905122,36.8210666
569927901,-1.2904362,36.8211511
569927902,-1.290432,36.8212029
569927904,-1.2905467,36.8213165
569927905,-1.2905847,36.8213152
569927906,-1.2906208,36.8213029
569927947,-1.2866065,36.8226813
569927948,-1.286608,36.8227134
569927949,-1.2866341,36.8227598
569927950,-1.286689,36.8227853
569927951,-1.2867542,36.8227672
569927952,-1.2867906,36.8227025
569927953,-1.2867884,36.8226704
569927954,-1.2867638,36.8226273
569927955,-1.2867094,36.8225989
569927956,-1.2866492,36.8226144
569927957,-1.2866307,36.8226287
569928000,-1.2929311,36.8204129
569928003,-1.2929289,36.8203511
569928007,-1.2928841,36.8202551
569928010,-1.2927704,36.8201844
569928014,-1.2925355,36.8202917
569928017,-1.2925245,36.8204622
569928020,-1.2926412,36.8205837
569928023,-1.2926995,36.8205986
569928024,-1.2928361,36.8205662
569928064,-1.281707,36.8151975
569928065,-1.2818811,36.8148229
569928066,-1.2817776,36.8147711
569928067,-1.2815229,36.8149485
571733405,-1.2859641,36.8326933
571733406,-1.2855815,36.8326566
612932071,-1.28134,36.8235976
612932073,-1.2816269,36.8234721
612932075,-1.2813601,36.8243111
612932078,-1.2813641,36.8245934
612932080,-1.2817125,36.8245879
612932082,-1.2805047,36.8239
612932083,-1.2803922,36.8238765
612932084,-1.2802665,36.8238504
612932085,-1.2799154,36.8248992
637003367,-1.2779012,36.8347905
641079247,-1.2807675,36.8171583
641079381,-1.2820517,36.825552
641079418,-1.2870832,36.8314612
652729756,-1.2894977,36.8102631
652729914,-1.2894087,36.8114331
652729918,-1.2894677,36.8109906
652730049,-1.2894295,36.8105694
652730056,-1.2893913,36.8107291
652736290,-1.2891312,36.8122525
652736298,-1.2892499,36.8120252
652736302,-1.2893269,36.8118435
652736307,-1.2895413,36.8107027
652736454,-1.2893068,36.8113567
652736457,-1.2892948,36.8114526
652736458,-1.289217,36.8118033
658988599,-1.2836481,36.8232825
658988624,-1.2835909,36.8231958
658988625,-1.2855318,36.8324712
762565777,-1.281638,36.8137966
762565781,-1.2813252,36.8141314
762565784,-1.2811751,36.8142816
762565787,-1.2808935,36.8143018
762565790,-1.2806964,36.8142267
762565793,-1.2795822,36.8138766
920327919,-1.2798062,36.8141113
920327942,-1.2797418,36.8139169
927261874,-1.279828,36.817418
927261886,-1.2796902,36.817059
927261890,-1.2800842,36.8168826
927261897,-1.2802263,36.8167134
927261898,-1.2802236,36.8165929
927261899,-1.2799605,36.81621
927261901,-1.2793911,36.8165441
927261915,-1.2787255,36.8164743
927261918,-1.2793844,36.8164891
927261931,-1.2797285,36.8157347
929222340,-1.2776918,36.8139034
929957914,-1.280372,36.8125691
929963929,-1.279471,36.8114801
929991204,-1.2818467,36.8138788
929991205,-1.2820345,36.8136245
929991206,-1.2821284,36.813473
929991207,-1.2822209,36.8132973
929991208,-1.2818924,36.8127595
929991209,-1.2818026,36.8126549
929991210,-1.2816068,36.8123263
929991211,-1.2816202,36.8118891
929991212,-1.2838231,36.8118784
929991213,-1.2838204,36.8120112
929991214,-1.2836515,36.8123518
929991215,-1.2835389,36.812506
929991216,-1.2827237,36.8125892
929991217,-1.282241,36.8128091
929991218,-1.2819997,36.8128829
929991219,-1.2823956,36.8127991
929991220,-1.2825912,36.8127694
940176902,-1.2855604,36.8127058
968553550,-1.2762866,36.8138713
1026541390,-1.2873808,36.8283317
1026541391,-1.2877831,36.8276826
1026792416,-1.285307,36.8261803
1026792449,-1.2831554,36.8301741
1026792473,-1.2853435,36.8259243
1026792483,-1.2846973,36.8281862
1026792544,-1.2846625,36.8269047
1026792548,-1.2851784,36.8260766
1026792559,-1.2852081,36.8271683
1026792563,-1.2851606,36.8261794
1026792574,-1.2839867,36.8296118
1026792604,-1.2851216,36.8263247
1026792610,-1.2852282,36.8262155
1164614478,-1.2812203,36.8173954
1164614479,-1.2806681,36.8184546
1177395855,-1.2852676,36.822598
1213110793,-1.2931843,36.8164147
1213110797,-1.2917926,36.8165038
1213110801,-1.2946706,36.8136896
1213110810,-1.2928391,36.8128037
1213110815,-1.2936911,36.8140982
1213110823,-1.2922605,36.8158561
1213110825,-1.2909218,36.8151118
1213110842,-1.2910753,36.8131229
1213110885,-1.2912402,36.8152741
1213117012,-1.2912623,36.8147038
1213117013,-1.2907904,36.8145515
1213117014,-1.2907924,36.8147658
1213117017,-1.2911631,36.814691
1213117019,-1.2912868,36.8146494
1213117022,-1.2908025,36.8146924
1213117027,-1.2910606,36.8148818
1213117030,-1.2907485,36.8147108
1213117035,-1.2910378,36.8151627
1213117048,-1.2911443,36.8145029
1213118046,-1.2852256,36.8075923
1213118048,-1.2853516,36.8100303
1213118054,-1.2851236,36.808401
